"CoreID","Site","plot.id","tree.number","stems","total.cores","core.id","pith.present","pith.yr","inner.present","inner.measured","outer.measured","bark.present","inner.dated","outer.dated","dated","Notes","zombie","species","canopy.class","live.dead","dbh","plot"
"HOW1112W","Howland",1,112,1,2,"W",NA,NA,1931,1931,2013,"Y",1931,2013,"Y",NA,NA,"PIST","D","LIVE",48.4,"1"
"HOW1114N","Howland",1,114,1,2,"N",NA,NA,1936,1936,2004,"Y",1936,2004,"Y",NA,NA,"PCRU","C","LIVE",13.5,"1"
"HOW1114S","Howland",1,114,1,2,"S",NA,NA,1937,1937,2007,"Y",1937,2007,"Y",NA,NA,"PCRU","C","LIVE",13.5,"1"
"HOW1115N","Howland",1,115,1,2,"N",NA,NA,1946,1946,2013,"Y",1946,2013,"Y",NA,NA,"ABBA","SNAG","DEAD",13.6,"1"
"HOW1115S","Howland",1,115,1,2,"S",NA,NA,1946,1946,1991,"Y",1946,1991,"Y",NA,NA,"ABBA","SNAG","DEAD",13.6,"1"
"HOW1116E","Howland",1,116,1,2,"E",NA,NA,1927,1927,2013,"Y",1927,2013,"Y",NA,NA,"ACRU","I","LIVE",18.2,"1"
"HOW1116W","Howland",1,116,1,2,"W",NA,NA,1927,1927,2013,"Y",1927,2013,"Y",NA,NA,"ACRU","I","LIVE",18.2,"1"
"HOW1117W","Howland",1,117,1,2,"W",NA,NA,1928,1928,2013,"Y",1928,2013,"Y",NA,NA,"ACRU","C","LIVE",14.5,"1"
"HOW1117E","Howland",1,117,1,2,"E",NA,NA,1927,1927,2013,"Y",1927,2013,"Y",NA,NA,"ACRU","C","LIVE",14.5,"1"
"HOW1118N","Howland",1,118,1,2,"N",NA,NA,1936,1936,2013,"Y",1936,2013,"Y",NA,NA,"PCRU","C","LIVE",24.6,"1"
"HOW1118S","Howland",1,118,1,2,"S",NA,NA,1936,1936,2013,"Y",1936,2013,"Y",NA,NA,"PCRU","C","LIVE",24.6,"1"
"HOW1119S","Howland",1,119,1,2,"S",NA,NA,1936,1936,2005,"Y",1936,2005,"Y",NA,NA,"PCRU","I","LIVE",17.4,"1"
"HOW1119N","Howland",1,119,1,2,"N",NA,NA,1936,1936,2007,"Y",1936,2007,"Y",NA,NA,"PCRU","I","LIVE",17.4,"1"
"HOW1120N","Howland",1,120,1,2,"N",NA,NA,1843,1843,2013,"Y",1843,2013,"Y",NA,NA,"PCRU","C","LIVE",28.5,"1"
"HOW1120S","Howland",1,120,1,2,"S",NA,NA,1843,1843,2013,"Y",1843,2013,"Y",NA,NA,"PCRU","C","LIVE",28.5,"1"
"HOW1121N","Howland",1,121,1,2,"N",NA,NA,1920,1920,2013,"Y",1920,2013,"Y",NA,NA,"THOC","C","LIVE",16.6,"1"
"HOW1121S","Howland",1,121,1,2,"S",NA,NA,1906,1906,2013,"Y",1906,2013,"Y",NA,NA,"THOC","C","LIVE",16.6,"1"
"HOW1122S","Howland",1,122,1,2,"S",NA,NA,1909,1909,2013,"Y",1909,2013,"Y",NA,NA,"PCRU","C","LIVE",23.4,"1"
"HOW1122N","Howland",1,122,1,2,"N",NA,NA,1909,1909,2013,"Y",1909,2013,"Y",NA,NA,"PCRU","C","LIVE",23.4,"1"
"HOW1123S","Howland",1,123,1,2,"S",NA,NA,1924,1924,2013,"Y",1924,2013,"Y",NA,NA,"PCRU","C","LIVE",23.9,"1"
"HOW1123N","Howland",1,123,1,2,"N",NA,NA,1924,1924,2013,"Y",1924,2013,"Y",NA,NA,"PCRU","C","LIVE",23.9,"1"
"HOW1124W","Howland",1,124,1,2,"W",NA,NA,1934,1934,2013,"Y",1934,2013,"Y",NA,NA,"PIST","D","LIVE",47.3,"1"
"HOW1124E","Howland",1,124,1,2,"E",NA,NA,1929,1929,2013,"Y",1929,2013,"Y",NA,NA,"PIST","D","LIVE",47.3,"1"
"HOW1125E","Howland",1,125,1,2,"E",NA,NA,1925,1925,2013,"Y",1925,2013,"Y",NA,NA,"PCRU","I","LIVE",25.1,"1"
"HOW1125W","Howland",1,125,1,2,"W",NA,NA,1925,1925,2013,"Y",1925,2013,"Y",NA,NA,"PCRU","I","LIVE",25.1,"1"
"HOW1126B","Howland",1,126,1,2,"B",NA,NA,1879,1879,2008,"Y",1879,2008,"Y",NA,NA,"PCRU","C","LIVE",21.5,"1"
"HOW1126A","Howland",1,126,1,2,"A",NA,NA,1934,1934,2001,"Y",1934,2001,"Y",NA,NA,"PCRU","C","LIVE",21.5,"1"
"HOW1127N","Howland",1,127,1,2,"N",NA,NA,1929,1929,2013,"Y",1929,2013,"Y",NA,NA,"PCRU","C","LIVE",25.1,"1"
"HOW1127S","Howland",1,127,1,2,"S",NA,NA,1929,1929,2013,"Y",1929,2013,"Y",NA,NA,"PCRU","C","LIVE",25.1,"1"
"HOW1128E","Howland",1,128,1,2,"E",NA,NA,1930,1930,2014,"Y",1930,2014,"Y",NA,NA,"PIST","C","LIVE",29.8,"1"
"HOW1128W","Howland",1,128,1,2,"W",NA,NA,1930,1930,2014,"Y",1930,2014,"Y",NA,NA,"PIST","C","LIVE",29.8,"1"
"HOW1129E","Howland",1,129,1,2,"E",NA,NA,1929,1929,2013,"Y",1929,2013,"Y",NA,NA,"PCRU","C","LIVE",22.5,"1"
"HOW1129W","Howland",1,129,1,2,"W",NA,NA,1930,1930,2013,"Y",1930,2013,"Y",NA,NA,"PCRU","C","LIVE",22.5,"1"
"HOW1130S","Howland",1,130,1,2,"S",NA,NA,1937,1937,2013,"Y",1937,2013,"Y",NA,NA,"PCRU","C","LIVE",23.4,"1"
"HOW1130N","Howland",1,130,1,2,"N",NA,NA,1937,1937,2013,"Y",1937,2013,"Y",NA,NA,"PCRU","C","LIVE",23.4,"1"
"HOW1131N","Howland",1,131,1,2,"N",NA,NA,1930,1930,2013,"Y",1930,2013,"Y",NA,NA,"PCRU","C","LIVE",23.6,"1"
"HOW1131S","Howland",1,131,1,2,"S",NA,NA,1930,1930,2013,"Y",1930,2013,"Y",NA,NA,"PCRU","C","LIVE",23.6,"1"
"HOW1134N","Howland",1,134,1,2,"N",NA,NA,1931,1931,2013,"Y",1931,2013,"Y",NA,NA,"PCRU","C","LIVE",32.7,"1"
"HOW1134S","Howland",1,134,1,2,"S",NA,NA,1931,1931,2013,"Y",1931,2013,"Y",NA,NA,"PCRU","C","LIVE",32.7,"1"
"HOW2001E","Howland",2,1,1,2,"E",NA,NA,1885,1885,2012,"Y",1885,2012,"Y",NA,NA,"TSCA","C","LIVE",31.3,"2"
"HOW2001W","Howland",2,1,1,2,"W",NA,NA,1873,1873,2013,"Y",1873,2013,"Y",NA,NA,"TSCA","C","LIVE",31.3,"2"
"HOW2002E","Howland",2,2,1,2,"E",NA,NA,1878,1878,2013,"Y",1878,2013,"Y",NA,NA,"TSCA","C","LIVE",35.1,"2"
"HOW2002W","Howland",2,2,1,2,"W",NA,NA,1875,1875,2013,"Y",1875,2013,"Y",NA,NA,"TSCA","C","LIVE",35.1,"2"
"HOW2003W","Howland",2,3,1,2,"W",NA,NA,1931,1931,2004,"Y",1931,2004,"Y",NA,NA,"TSCA","SNAG","DEAD",19.3,"2"
"HOW2005E","Howland",2,5,1,2,"E",NA,NA,1890,1890,2013,"Y",1890,2013,"Y",NA,NA,"TSCA","C","LIVE",35.6,"2"
"HOW2005W","Howland",2,5,1,2,"W",NA,NA,1885,1885,2013,"Y",1885,2013,"Y",NA,NA,"TSCA","C","LIVE",35.6,"2"
"HOW2007W","Howland",2,7,1,2,"W",NA,NA,1904,1904,2013,"Y",1904,2013,"Y",NA,NA,"TSCA","C","LIVE",25.3,"2"
"HOW2007E","Howland",2,7,1,2,"E",NA,NA,1898,1898,2013,"Y",1898,2013,"Y",NA,NA,"TSCA","C","LIVE",25.3,"2"
"HOW2008E","Howland",2,8,1,2,"E",NA,NA,1918,1918,2013,"Y",1918,2013,"Y",NA,NA,"TSCA","C","LIVE",24.7,"2"
"HOW2008W","Howland",2,8,1,2,"W",NA,NA,1906,1906,2013,"Y",1906,2013,"Y",NA,NA,"TSCA","C","LIVE",24.7,"2"
"HOW2009E","Howland",2,9,1,2,"E",NA,NA,1889,1889,2013,"Y",1889,2013,"Y",NA,NA,"PCRU","D","LIVE",38.6,"2"
"HOW2009W","Howland",2,9,1,2,"W",NA,NA,1909,1909,2013,"Y",1909,2013,"Y",NA,NA,"PCRU","D","LIVE",38.6,"2"
"HOW2010N","Howland",2,10,1,2,"N",NA,NA,1935,1935,2013,"Y",1935,2013,"Y",NA,NA,"PCRU","C","LIVE",21.4,"2"
"HOW2010S","Howland",2,10,1,2,"S",NA,NA,1935,1935,2013,"Y",1935,2013,"Y",NA,NA,"PCRU","C","LIVE",21.4,"2"
"HOW2011E","Howland",2,11,1,2,"E",NA,NA,1921,1921,2013,"Y",1921,2013,"Y",NA,NA,"TSCA","I","LIVE",22.5,"2"
"HOW2011W","Howland",2,11,1,2,"W",NA,NA,1902,1902,2013,"Y",1902,2013,"Y",NA,NA,"TSCA","I","LIVE",22.5,"2"
"HOW2012S","Howland",2,12,1,2,"S",NA,NA,1895,1895,2013,"Y",1895,2013,"Y",NA,NA,"PCRU","D","LIVE",36.9,"2"
"HOW2012N","Howland",2,12,1,2,"N",NA,NA,1895,1895,2012,"Y",1895,2012,"Y",NA,NA,"PCRU","D","LIVE",36.9,"2"
"HOW2014W","Howland",2,14,1,2,"W",NA,NA,1864,1864,2013,"Y",1864,2013,"Y",NA,NA,"TSCA","C","LIVE",31.9,"2"
"HOW2014E","Howland",2,14,1,2,"E",NA,NA,1864,1864,2013,"Y",1864,2013,"Y",NA,NA,"TSCA","C","LIVE",31.9,"2"
"HOW2015E","Howland",2,15,1,2,"E",NA,NA,1939,1939,2013,"Y",1939,2013,"Y",NA,NA,"THOC","I","LIVE",27.8,"2"
"HOW2015W","Howland",2,15,1,2,"W",NA,NA,1960,1960,2013,"Y",1960,2013,"Y",NA,NA,"THOC","I","LIVE",27.8,"2"
"HOW2016N","Howland",2,16,1,2,"N",NA,NA,1904,1904,2013,"Y",1904,2013,"Y",NA,NA,"PCRU","D","LIVE",28.1,"2"
"HOW2016S","Howland",2,16,1,2,"S",NA,NA,1904,1904,2013,"Y",1904,2013,"Y",NA,NA,"PCRU","D","LIVE",28.1,"2"
"HOW2017N","Howland",2,17,1,2,"N",NA,NA,1904,1904,2013,"Y",1904,2013,"Y",NA,NA,"PCRU","C","LIVE",26.3,"2"
"HOW2017S","Howland",2,17,1,2,"S",NA,NA,1904,1904,2013,"Y",1904,2013,"Y",NA,NA,"PCRU","C","LIVE",26.3,"2"
"HOW2018E","Howland",2,18,1,2,"E",NA,NA,1965,1965,2013,"Y",1965,2013,"Y",NA,NA,"ACRU","C","LIVE",33,"2"
"HOW2018W","Howland",2,18,1,2,"W",NA,NA,1920,1920,2013,"Y",1920,2013,"Y",NA,NA,"ACRU","C","LIVE",33,"2"
"HOW2019E","Howland",2,19,1,2,"E",NA,NA,1930,1930,2013,"Y",1930,2013,"Y",NA,NA,"PCRU","C","LIVE",28.8,"2"
"HOW2019W","Howland",2,19,1,2,"W",NA,NA,1930,1930,2013,"Y",1930,2013,"Y",NA,NA,"PCRU","C","LIVE",28.8,"2"
"HOW2020W","Howland",2,20,1,2,"W",NA,NA,1962,1962,2013,"Y",1962,2013,"Y",NA,NA,"PCRU","C","LIVE",30.5,"2"
"HOW2020E","Howland",2,20,1,2,"E",NA,NA,1917,1917,2013,"Y",1917,2013,"Y",NA,NA,"PCRU","C","LIVE",30.5,"2"
"HOW2021S","Howland",2,21,1,2,"S",NA,NA,1908,1908,2013,"Y",1908,2013,"Y",NA,NA,"TSCA","I","LIVE",28.3,"2"
"HOW2022W","Howland",2,22,1,2,"W",NA,NA,1855,1855,2013,"Y",1855,2013,"Y",NA,NA,"PCRU","C","LIVE",39.1,"2"
"HOW2022E","Howland",2,22,1,2,"E",NA,NA,1855,1855,2013,"Y",1855,2013,"Y",NA,NA,"PCRU","C","LIVE",39.1,"2"
"HOW2023E","Howland",2,23,1,2,"E",NA,NA,1847,1847,2013,"Y",1847,2013,"Y",NA,NA,"TSCA","I","LIVE",28.3,"2"
"HOW2023W","Howland",2,23,1,2,"W",NA,NA,1860,1860,2010,"Y",1860,2010,"Y",NA,NA,"TSCA","I","LIVE",28.3,"2"
"HOW2024E","Howland",2,24,1,2,"E",NA,NA,1858,1858,2013,"Y",1858,2013,"Y",NA,NA,"PCRU","C","LIVE",41.3,"2"
"HOW2024W","Howland",2,24,1,2,"W",NA,NA,1879,1879,2013,"Y",1879,2013,"Y",NA,NA,"PCRU","C","LIVE",41.3,"2"
"HOW2025E","Howland",2,25,1,2,"E",NA,NA,1912,1912,2013,"Y",1912,2013,"Y",NA,NA,"ACRU","C","LIVE",25.7,"2"
"HOW2025W","Howland",2,25,1,2,"W",NA,NA,1918,1918,2013,"Y",1918,2013,"Y",NA,NA,"ACRU","C","LIVE",25.7,"2"
"HOW2026N","Howland",2,26,1,2,"N",NA,NA,1940,1940,2013,"Y",1940,2013,"Y",NA,NA,"TSCA","C","LIVE",36.5,"2"
"HOW2026S","Howland",2,26,1,2,"S",NA,NA,1940,1940,2013,"Y",1940,2013,"Y",NA,NA,"TSCA","C","LIVE",36.5,"2"
"HOW2028S","Howland",2,28,1,2,"S",NA,NA,1875,1875,2013,"Y",1875,2013,"Y",NA,NA,"TSCA","C","LIVE",23.7,"2"
"HOW2028N","Howland",2,28,1,2,"N",NA,NA,1910,1910,2013,"Y",1910,2013,"Y",NA,NA,"TSCA","C","LIVE",23.7,"2"
"HOW2029E","Howland",2,29,1,2,"E",NA,NA,1890,1890,2013,"Y",1890,2013,"Y",NA,NA,"PCRU","C","LIVE",16.6,"2"
"HOW2029W","Howland",2,29,1,2,"W",NA,NA,1890,1890,2013,"Y",1890,2013,"Y",NA,NA,"PCRU","C","LIVE",16.6,"2"
"HOW2030S","Howland",2,30,1,2,"S",NA,NA,1876,1876,2013,"Y",1876,2013,"Y",NA,NA,"TSCA","C","LIVE",34,"2"
"HOW2031N","Howland",2,31,1,2,"N",NA,NA,1897,1897,2013,"Y",1897,2013,"Y",NA,NA,"TSCA","S","LIVE",11.8,"2"
"HOW2031S","Howland",2,31,1,2,"S",NA,NA,1943,1943,2011,"Y",1943,2011,"Y",NA,NA,"TSCA","S","LIVE",11.8,"2"
"HOW2032E","Howland",2,32,1,2,"E",NA,NA,1932,1932,2013,"Y",1932,2013,"Y",NA,NA,"ACRU","C","LIVE",28,"2"
"HOW2033W","Howland",2,33,1,2,"W",NA,NA,1891,1891,2013,"Y",1891,2013,"Y",NA,NA,"TSCA","C","LIVE",37.8,"2"
"HOW2033E","Howland",2,33,1,2,"E",NA,NA,1879,1879,2013,"Y",1879,2013,"Y",NA,NA,"TSCA","C","LIVE",37.8,"2"
"HOW2034N","Howland",2,34,1,2,"N",NA,NA,1902,1902,2013,"Y",1902,2013,"Y",NA,NA,"PCRU","C","LIVE",34.1,"2"
"HOW2034S","Howland",2,34,1,2,"S",NA,NA,1902,1902,2013,"Y",1902,2013,"Y",NA,NA,"PCRU","C","LIVE",34.1,"2"
"HOW2035E","Howland",2,35,1,2,"E",NA,NA,1944,1944,2013,"Y",1944,2013,"Y",NA,NA,"PCRU","C","LIVE",34.3,"2"
"HOW2036E","Howland",2,36,1,2,"E",NA,NA,1901,1901,2011,"Y",1901,2011,"Y",NA,NA,"PCRU","S","LIVE",14.3,"2"
"HOW2037N","Howland",2,37,1,2,"N",NA,NA,1903,1903,2013,"Y",1903,2013,"Y",NA,NA,"TSCA","C","LIVE",22.7,"2"
"HOW2037S","Howland",2,37,1,2,"S",NA,NA,1903,1903,2013,"Y",1903,2013,"Y",NA,NA,"TSCA","C","LIVE",22.7,"2"
"HOW2038S","Howland",2,38,1,2,"S",NA,NA,1906,1906,2013,"Y",1906,2013,"Y",NA,NA,"TSCA","C","LIVE",23.1,"2"
"HOW2038N","Howland",2,38,1,2,"N",NA,NA,1907,1907,2013,"Y",1907,2013,"Y",NA,NA,"TSCA","C","LIVE",23.1,"2"
"HOW2039N","Howland",2,39,1,2,"N",NA,NA,1887,1887,2013,"Y",1887,2013,"Y",NA,NA,"ACRU","C","LIVE",15.2,"2"
"HOW2040S","Howland",2,40,1,2,"S",NA,NA,1952,1952,2013,"Y",1952,2013,"Y",NA,NA,"TSCA","S","LIVE",10.2,"2"
"HOW2040N","Howland",2,40,1,2,"N",NA,NA,1952,1952,2013,"Y",1952,2013,"Y",NA,NA,"TSCA","S","LIVE",10.2,"2"
"HOW2041N","Howland",2,41,1,2,"N",NA,NA,1944,1944,2013,"Y",1944,2013,"Y",NA,NA,"TSCA","I","LIVE",19.1,"2"
"HOW2041S","Howland",2,41,1,2,"S",NA,NA,1944,1944,2013,"Y",1944,2013,"Y",NA,NA,"TSCA","I","LIVE",19.1,"2"
"HOW2042W","Howland",2,42,1,2,"W",NA,NA,1881,1881,2013,"Y",1881,2013,"Y",NA,NA,"TSCA","I","LIVE",28.1,"2"
"HOW2042E","Howland",2,42,1,2,"E",NA,NA,1851,1851,2011,"Y",1851,2011,"Y",NA,NA,"TSCA","I","LIVE",28.1,"2"
"HOW2043N","Howland",2,43,1,2,"N",NA,NA,1849,1849,2013,"Y",1849,2013,"Y",NA,NA,"ACRU","C","LIVE",32.1,"2"
"HOW2043S","Howland",2,43,1,2,"S",NA,NA,1849,1849,2013,"Y",1849,2013,"Y",NA,NA,"ACRU","C","LIVE",32.1,"2"
"HOW2044E","Howland",2,44,1,2,"E",NA,NA,1874,1874,2013,"Y",1874,2013,"Y",NA,NA,"TSCA","D","LIVE",45.9,"2"
"HOW2044W","Howland",2,44,1,2,"W",NA,NA,1889,1889,2013,"Y",1889,2013,"Y",NA,NA,"TSCA","D","LIVE",45.9,"2"
"HOW2045N","Howland",2,45,1,2,"N",NA,NA,1958,1958,2013,"Y",1958,2013,"Y",NA,NA,"THOC","C","LIVE",27.7,"2"
"HOW2045S","Howland",2,45,1,2,"S",NA,NA,1944,1944,2013,"Y",1944,2013,"Y",NA,NA,"THOC","C","LIVE",27.7,"2"
"HOW2047W","Howland",2,47,1,2,"W",NA,NA,1925,1925,2013,"Y",1925,2013,"Y",NA,NA,"PCRU","D","LIVE",21.2,"2"
"HOW2047E","Howland",2,47,1,2,"E",NA,NA,1927,1927,2013,"Y",1927,2013,"Y",NA,NA,"PCRU","D","LIVE",21.2,"2"
"HOW2048E","Howland",2,48,1,2,"E",NA,NA,1922,1922,2013,"Y",1922,2013,"Y",NA,NA,"ACRU","C","LIVE",23.4,"2"
"HOW2048W","Howland",2,48,1,2,"W",NA,NA,1931,1931,2013,"Y",1931,2013,"Y",NA,NA,"ACRU","C","LIVE",23.4,"2"
"HOW2049E","Howland",2,49,1,2,"E",NA,NA,1943,1943,2013,"Y",1943,2013,"Y",NA,NA,"PCRU","D","LIVE",24.9,"2"
"HOW2049W","Howland",2,49,1,2,"W",NA,NA,1957,1957,2013,"Y",1957,2013,"Y",NA,NA,"PCRU","D","LIVE",24.9,"2"
"HOW2050E","Howland",2,50,1,2,"E",NA,NA,1947,1947,2013,"Y",1947,2013,"Y",NA,NA,"THOC","I","LIVE",26.9,"2"
"HOW2050W","Howland",2,50,1,2,"W",NA,NA,1956,1956,2013,"Y",1956,2013,"Y",NA,NA,"THOC","I","LIVE",26.9,"2"
"HOW2051N","Howland",2,51,1,2,"N",NA,NA,1859,1859,2013,"Y",1859,2013,"Y",NA,NA,"TSCA","C","LIVE",43.2,"2"
"HOW2051S","Howland",2,51,1,2,"S",NA,NA,1920,1920,2013,"Y",1920,2013,"Y",NA,NA,"TSCA","C","LIVE",43.2,"2"
"HOW2052N","Howland",2,52,1,2,"N",NA,NA,1917,1917,2013,"Y",1917,2013,"Y",NA,NA,"THOC","S","LIVE",22.3,"2"
"HOW2053E","Howland",2,53,1,2,"E",NA,NA,1870,1870,2013,"Y",1870,2013,"Y",NA,NA,"PCRU","C","LIVE",31,"2"
"HOW2053W","Howland",2,53,1,2,"W",NA,NA,1870,1870,2013,"Y",1870,2013,"Y",NA,NA,"PCRU","C","LIVE",31,"2"
"HOW2054S","Howland",2,54,1,2,"S",NA,NA,1926,1926,2013,"Y",1926,2013,"Y",NA,NA,"TSCA","S","LIVE",18.8,"2"
"HOW2054N","Howland",2,54,1,2,"N",NA,NA,1923,1923,2013,"Y",1923,2013,"Y",NA,NA,"TSCA","S","LIVE",18.8,"2"
"HOW2055N","Howland",2,55,1,2,"N",NA,NA,1930,1930,2013,"Y",1930,2013,"Y",NA,NA,"THOC","C","LIVE",31.5,"2"
"HOW2056N","Howland",2,56,1,2,"N",NA,NA,1826,1826,2013,"Y",1826,2013,"Y",NA,NA,"TSCA","C","LIVE",30.4,"2"
"HOW2056S","Howland",2,56,1,2,"S",NA,NA,1839,1839,2013,"Y",1839,2013,"Y",NA,NA,"TSCA","C","LIVE",30.4,"2"
"HOW2058S","Howland",2,58,1,2,"S",NA,NA,1960,1960,2013,"Y",1960,2013,"Y",NA,NA,"THOC","C","LIVE",23.7,"2"
"HOW2058E","Howland",2,58,1,2,"E",NA,NA,1953,1953,2013,"Y",1953,2013,"Y",NA,NA,"THOC","C","LIVE",23.7,"2"
"HOW2060E","Howland",2,60,1,2,"E",NA,NA,1922,1922,2013,"Y",1922,2013,"Y",NA,NA,"TSCA","I","LIVE",18.4,"2"
"HOW2060W","Howland",2,60,1,2,"W",NA,NA,1922,1922,2013,"Y",1922,2013,"Y",NA,NA,"TSCA","I","LIVE",18.4,"2"
"HOW2061N","Howland",2,61,1,2,"N",NA,NA,1814,1814,2013,"Y",1814,2013,"Y",NA,NA,"ACRU","C","LIVE",34.6,"2"
"HOW2061S","Howland",2,61,1,2,"S",NA,NA,1812,1812,2013,"Y",1812,2013,"Y",NA,NA,"ACRU","C","LIVE",34.6,"2"
"HOW2062S","Howland",2,62,1,2,"S",NA,NA,1926,1926,2013,"Y",1926,2013,"Y",NA,NA,"TSCA","C","LIVE",34.9,"2"
"HOW2062N","Howland",2,62,1,2,"N",NA,NA,1927,1927,2013,"Y",1927,2013,"Y",NA,NA,"TSCA","C","LIVE",34.9,"2"
"HOW2063W","Howland",2,63,1,2,"W",NA,NA,1852,1852,2013,"Y",1852,2013,"Y",NA,NA,"PCRU","S","LIVE",18.5,"2"
"HOW2063E","Howland",2,63,1,2,"E",NA,NA,1853,1853,2013,"Y",1853,2013,"Y",NA,NA,"PCRU","S","LIVE",18.5,"2"
"HOW2064W","Howland",2,64,1,2,"W",NA,NA,1893,1893,2013,"Y",1893,2013,"Y",NA,NA,"TSCA","I","LIVE",23.2,"2"
"HOW2064E","Howland",2,64,1,2,"E",NA,NA,1898,1898,2013,"Y",1898,2013,"Y",NA,NA,"TSCA","I","LIVE",23.2,"2"
"HOW2065N","Howland",2,65,1,2,"N",NA,NA,1935,1935,2013,"Y",1935,2013,"Y",NA,NA,"TSCA","C","LIVE",20.2,"2"
"HOW2066N","Howland",2,66,1,2,"N",NA,NA,1927,1927,2013,"Y",1927,2013,"Y",NA,NA,"PCRU","D","LIVE",30.2,"2"
"HOW2066S","Howland",2,66,1,2,"S",NA,NA,1927,1927,2012,"Y",1927,2012,"Y",NA,NA,"PCRU","D","LIVE",30.2,"2"
"HOW2068E","Howland",2,68,1,2,"E",NA,NA,1900,1900,2013,"Y",1900,2013,"Y",NA,NA,"PCRU","D","LIVE",27.3,"2"
"HOW2069E","Howland",2,69,1,2,"E",NA,NA,1967,1967,2013,"Y",1967,2013,"Y",NA,NA,"PCRU","D","LIVE",49.4,"2"
"HOW2069W","Howland",2,69,1,2,"W",NA,NA,1976,1976,2013,"Y",1976,2013,"Y",NA,NA,"PCRU","D","LIVE",49.4,"2"
"HOW2070E","Howland",2,70,1,2,"E",NA,NA,1954,1954,2013,"Y",1954,2013,"Y",NA,NA,"PCRU","C","LIVE",31.4,"2"
"HOW2070W","Howland",2,70,1,2,"W",NA,NA,1959,1959,2013,"Y",1959,2013,"Y",NA,NA,"PCRU","C","LIVE",31.4,"2"
"HOW2071E","Howland",2,71,1,2,"E",NA,NA,1916,1916,2013,"Y",1916,2013,"Y",NA,NA,"THOC","C","LIVE",32,"2"
"HOW2071W","Howland",2,71,1,2,"W",NA,NA,1902,1902,2013,"Y",1902,2013,"Y",NA,NA,"THOC","C","LIVE",32,"2"
"HOW2072W","Howland",2,72,1,2,"W",NA,NA,1932,1932,2013,"Y",1932,2013,"Y",NA,NA,"TSCA","C","LIVE",27.1,"2"
"HOW2072E","Howland",2,72,1,2,"E",NA,NA,1932,1932,2013,"Y",1932,2013,"Y",NA,NA,"TSCA","C","LIVE",27.1,"2"
"HOW2073E","Howland",2,73,1,2,"E",NA,NA,1856,1856,2013,"Y",1856,2013,"Y",NA,NA,"PCRU","D","LIVE",26.4,"2"
"HOW2073W","Howland",2,73,1,2,"W",NA,NA,1868,1868,2013,"Y",1868,2013,"Y",NA,NA,"PCRU","D","LIVE",26.4,"2"
"HOW2074N","Howland",2,74,1,2,"N",NA,NA,1859,1859,2011,"Y",1859,2011,"Y",NA,NA,"TSCA","I","LIVE",22.2,"2"
"HOW2074S","Howland",2,74,1,2,"S",NA,NA,1860,1860,2011,"Y",1860,2011,"Y",NA,NA,"TSCA","I","LIVE",22.2,"2"
"HOW2075E","Howland",2,75,1,2,"E",NA,NA,1842,1842,2013,"Y",1842,2013,"Y",NA,NA,"ACRU","C","LIVE",35.3,"2"
"HOW2076N","Howland",2,76,1,2,"N",NA,NA,1872,1872,2013,"Y",1872,2013,"Y",NA,NA,"PCRU","C","LIVE",38.3,"2"
"HOW2076S","Howland",2,76,1,2,"S",NA,NA,1852,1852,2013,"Y",1852,2013,"Y",NA,NA,"PCRU","C","LIVE",38.3,"2"
"HOW2077N","Howland",2,77,1,2,"N",NA,NA,1933,1933,2013,"Y",1933,2013,"Y",NA,NA,"TSCA","C","LIVE",20.1,"2"
"HOW2077S","Howland",2,77,1,2,"S",NA,NA,1932,1932,2013,"Y",1932,2013,"Y",NA,NA,"TSCA","C","LIVE",20.1,"2"
"HOW2078E","Howland",2,78,1,2,"E",NA,NA,1913,1913,2013,"Y",1913,2013,"Y",NA,NA,"THOC","C","LIVE",28.4,"2"
"HOW2078W","Howland",2,78,1,2,"W",NA,NA,1913,1913,2013,"Y",1913,2013,"Y",NA,NA,"THOC","C","LIVE",28.4,"2"
"HOW2079S","Howland",2,79,1,2,"S",NA,NA,1955,1955,2013,"Y",1955,2013,"Y",NA,NA,"BEAL","C","LIVE",23.5,"2"
"HOW2079N","Howland",2,79,1,2,"N",NA,NA,1955,1955,2013,"Y",1955,2013,"Y",NA,NA,"BEAL","C","LIVE",23.5,"2"
"HOW2080A","Howland",2,80,1,2,"A",NA,NA,1878,1878,1993,"Y",1878,1993,"Y",NA,NA,"PCRU","C","LIVE",12.9,"2"
"HOW2081N","Howland",2,81,1,2,"N",NA,NA,1917,1917,2006,"Y",1917,2006,"Y",NA,NA,"TSCA","S","LIVE",11.9,"2"
"HOW2081S","Howland",2,81,1,2,"S",NA,NA,1917,1917,2013,"Y",1917,2013,"Y",NA,NA,"TSCA","S","LIVE",11.9,"2"
"HOW2082S","Howland",2,82,1,2,"S",NA,NA,1933,1933,2013,"Y",1933,2013,"Y",NA,NA,"PCRU","C","LIVE",12.6,"2"
"HOW2082N","Howland",2,82,1,2,"N",NA,NA,1963,1963,2013,"Y",1963,2013,"Y",NA,NA,"PCRU","C","LIVE",12.6,"2"
"HOW2083E","Howland",2,83,1,2,"E",NA,NA,1922,1922,2013,"Y",1922,2013,"Y",NA,NA,"ACRU","C","LIVE",25.2,"2"
"HOW2084E","Howland",2,84,1,2,"E",NA,NA,1885,1885,2013,"Y",1885,2013,"Y",NA,NA,"THOC","C","LIVE",22.8,"2"
